text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, is_oov, text
queue,queue,NOUN,NN,compound,True,False,False,servicebus queue authorization-rule keys renew
authorization,authorization,NOUN,NN,compound,True,False,False,servicebus queue authorization-rule keys renew
rule,rule,NOUN,NN,compound,True,False,False,servicebus queue authorization-rule keys renew
keys,key,NOUN,NNS,nsubj,True,False,False,servicebus queue authorization-rule keys renew
renew,renew,VERB,VBP,ROOT,True,False,False,servicebus queue authorization-rule keys renew
webapp,webapp,NOUN,NN,compound,True,False,False,webapp deployment slot create
deployment,deployment,NOUN,NN,compound,True,False,False,webapp deployment slot create
slot,slot,NOUN,NN,nsubj,True,False,False,webapp deployment slot create
create,create,VERB,VBP,ROOT,True,False,False,webapp deployment slot create
network,network,NOUN,NN,compound,True,False,False,network watcher packet-capture list
watcher,watcher,NOUN,NN,nsubj,True,False,False,network watcher packet-capture list
packet,packet,NOUN,NN,ROOT,True,False,False,network watcher packet-capture list
capture,capture,NOUN,NN,compound,True,False,False,network watcher packet-capture list
list,list,NOUN,NN,dobj,True,False,False,network watcher packet-capture list
interactive,interactive,ADJ,JJ,ROOT,True,False,False,interactive
iot,iot,NOUN,NN,ROOT,True,False,False,iot hub certificate list
hub,hub,NOUN,NN,compound,True,False,False,iot hub certificate list
certificate,certificate,NOUN,NN,compound,True,False,False,iot hub certificate list
list,list,NOUN,NN,dobj,True,False,False,iot hub certificate list
webapp,webapp,NOUN,NN,compound,True,False,False,webapp log download
log,log,NOUN,NN,compound,True,False,False,webapp log download
download,download,NOUN,NN,ROOT,True,False,False,webapp log download
network,network,NOUN,NN,nsubj,True,False,False,network express-route peering list
express,express,VERB,VBP,ROOT,True,False,False,network express-route peering list
route,route,NOUN,NN,dobj,True,False,False,network express-route peering list
peering,peering,NOUN,NN,compound,True,False,False,network express-route peering list
list,list,NOUN,NN,dobj,True,False,False,network express-route peering list
keyvault,keyvault,VERB,VB,amod,True,False,True,keyvault secret backup
secret,secret,ADJ,JJ,amod,True,False,False,keyvault secret backup
backup,backup,NOUN,NN,ROOT,True,False,False,keyvault secret backup
batch,batch,NOUN,NN,amod,True,False,False,batch account keys renew
account,account,NOUN,NN,compound,True,False,False,batch account keys renew
keys,key,NOUN,NNS,nsubj,True,False,False,batch account keys renew
renew,renew,VERB,VBP,ROOT,True,False,False,batch account keys renew
policy,policy,NOUN,NN,compound,True,False,False,policy assignment delete
assignment,assignment,NOUN,NN,nsubj,True,False,False,policy assignment delete
delete,delete,ADJ,JJ,ROOT,True,False,False,policy assignment delete
ams,ams,DET,DT,nmod,True,False,False,ams streaming endpoint stop
streaming,streaming,NOUN,NN,amod,True,False,False,ams streaming endpoint stop
endpoint,endpoint,NOUN,NN,nsubj,True,False,False,ams streaming endpoint stop
stop,stop,VERB,VB,ROOT,True,False,False,ams streaming endpoint stop
keyvault,keyvault,VERB,VB,amod,True,False,True,keyvault secret list-deleted
secret,secret,ADJ,JJ,amod,True,False,False,keyvault secret list-deleted
list,list,NOUN,NN,nsubj,True,False,False,keyvault secret list-deleted
deleted,delete,VERB,VBN,ROOT,True,False,False,keyvault secret list-deleted
network,network,NOUN,NN,compound,True,False,False,network application-gateway probe update
application,application,NOUN,NN,compound,True,False,False,network application-gateway probe update
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway probe update
probe,probe,NOUN,NN,compound,True,False,False,network application-gateway probe update
update,update,NOUN,NN,ROOT,True,False,False,network application-gateway probe update
batchai,batchai,ADJ,JJ,compound,True,False,True,batchai cluster create
cluster,cluster,NOUN,NN,nsubj,True,False,False,batchai cluster create
create,create,VERB,VBP,ROOT,True,False,False,batchai cluster create
eventhubs,eventhub,NOUN,NNS,compound,True,False,False,eventhubs georecovery-alias exists
georecovery,georecovery,VERB,VBP,compound,True,False,True,eventhubs georecovery-alias exists
alias,alias,NOUN,NN,nsubj,True,False,False,eventhubs georecovery-alias exists
exists,exist,VERB,VBZ,ROOT,True,False,False,eventhubs georecovery-alias exists
dms,dms,NOUN,NN,nsubj,True,False,False,dms check-name
check,check,NOUN,NN,ROOT,True,False,False,dms check-name
name,name,NOUN,NN,dobj,True,False,False,dms check-name
postgres,postgre,NOUN,NNS,compound,True,False,False,postgres server-logs list
server,server,NOUN,NN,compound,True,False,False,postgres server-logs list
logs,log,NOUN,NNS,compound,True,False,False,postgres server-logs list
list,list,NOUN,NN,ROOT,True,False,False,postgres server-logs list
ad,ad,NOUN,NN,compound,True,False,False,ad group delete
group,group,NOUN,NN,nsubj,True,False,False,ad group delete
delete,delete,ADJ,JJ,ROOT,True,False,False,ad group delete
iot,iot,NOUN,NN,ROOT,True,False,False,iot hub certificate update
hub,hub,NOUN,NN,compound,True,False,False,iot hub certificate update
certificate,certificate,NOUN,NN,compound,True,False,False,iot hub certificate update
update,update,NOUN,NN,dobj,True,False,False,iot hub certificate update
storage,storage,NOUN,NN,compound,True,False,False,storage blob service-properties
blob,blob,NOUN,NN,compound,True,False,False,storage blob service-properties
service,service,NOUN,NN,compound,True,False,False,storage blob service-properties
properties,property,NOUN,NNS,ROOT,True,False,False,storage blob service-properties
lock,lock,VERB,VB,compound,True,False,False,lock update
update,update,NOUN,NN,ROOT,True,False,False,lock update
storage,storage,NOUN,NN,compound,True,False,False,storage queue metadata show
queue,queue,NOUN,NN,compound,True,False,False,storage queue metadata show
metadata,metadata,NOUN,NN,compound,True,False,False,storage queue metadata show
show,show,NOUN,NN,ROOT,True,False,False,storage queue metadata show
role,role,NOUN,NN,compound,True,False,False,role assignment
assignment,assignment,NOUN,NN,ROOT,True,False,False,role assignment
lab,lab,NOUN,NN,compound,True,False,False,lab vm create
vm,vm,PROPN,NNP,nsubj,True,False,False,lab vm create
create,create,NOUN,NN,ROOT,True,False,False,lab vm create
reservations,reservation,NOUN,NNS,compound,True,False,False,reservations reservation list-history
reservation,reservation,NOUN,NN,compound,True,False,False,reservations reservation list-history
list,list,NOUN,NN,compound,True,False,False,reservations reservation list-history
history,history,NOUN,NN,ROOT,True,False,False,reservations reservation list-history
storage,storage,NOUN,NN,compound,True,False,False,storage share update
share,share,NOUN,NN,compound,True,False,False,storage share update
update,update,NOUN,NN,ROOT,True,False,False,storage share update
network,network,NOUN,NN,ROOT,True,False,False,network dns record-set aaaa update
dns,dns,NOUN,NN,compound,True,False,False,network dns record-set aaaa update
record,record,NOUN,NN,npadvmod,True,False,False,network dns record-set aaaa update
set,set,NOUN,NN,amod,True,False,False,network dns record-set aaaa update
aaaa,aaaa,NOUN,NN,compound,True,False,False,network dns record-set aaaa update
update,update,NOUN,NN,dobj,True,False,False,network dns record-set aaaa update
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor autoscale rule create
autoscale,autoscale,NOUN,NN,compound,True,False,False,monitor autoscale rule create
rule,rule,NOUN,NN,compound,True,False,False,monitor autoscale rule create
create,create,VERB,VB,dobj,True,False,False,monitor autoscale rule create
image,image,NOUN,NN,nsubj,True,False,False,image delete
delete,delete,ADJ,JJ,ROOT,True,False,False,image delete
maps,map,NOUN,NNS,compound,True,False,False,maps account show
account,account,NOUN,NN,compound,True,False,False,maps account show
show,show,NOUN,NN,ROOT,True,False,False,maps account show
acr,acr,NOUN,NN,compound,True,False,False,acr webhook update
webhook,webhook,NOUN,NN,compound,True,False,False,acr webhook update
update,update,NOUN,NN,ROOT,True,False,False,acr webhook update
servicebus,servicebus,NOUN,NN,compound,True,False,True,servicebus georecovery-alias fail-over
georecovery,georecovery,NOUN,NN,compound,True,False,True,servicebus georecovery-alias fail-over
alias,alias,NOUN,NN,nsubj,True,False,False,servicebus georecovery-alias fail-over
fail,fail,VERB,VBP,ROOT,True,False,False,servicebus georecovery-alias fail-over
over,over,ADP,IN,prep,True,False,False,servicebus georecovery-alias fail-over
mysql,mysql,NOUN,NN,compound,True,False,False,mysql server-logs list
server,server,NOUN,NN,nsubj,True,False,False,mysql server-logs list
logs,log,NOUN,NNS,ROOT,True,False,False,mysql server-logs list
list,list,NOUN,NN,dobj,True,False,False,mysql server-logs list
find,find,VERB,VB,ROOT,True,False,False,find
network,network,NOUN,NN,compound,True,False,False,network watcher show-topology
watcher,watcher,NOUN,NN,nsubj,True,False,False,network watcher show-topology
show,show,NOUN,NN,ROOT,True,False,False,network watcher show-topology
topology,topology,NOUN,NN,dobj,True,False,False,network watcher show-topology
batch,batch,NOUN,NN,amod,True,False,False,batch node remote-desktop download
node,node,NOUN,NN,compound,True,False,False,batch node remote-desktop download
remote,remote,ADJ,JJ,amod,True,False,False,batch node remote-desktop download
desktop,desktop,NOUN,NN,compound,True,False,False,batch node remote-desktop download
download,download,NOUN,NN,ROOT,True,False,False,batch node remote-desktop download
vm,vm,PROPN,NNP,compound,True,False,False,vm image list-offers
image,image,NOUN,NN,compound,True,False,False,vm image list-offers
list,list,NOUN,NN,nsubj,True,False,False,vm image list-offers
offers,offer,VERB,VBZ,ROOT,True,False,False,vm image list-offers
ad,ad,NOUN,NN,compound,True,False,False,ad app create
app,app,NOUN,NN,nsubj,True,False,False,ad app create
create,create,VERB,VB,ROOT,True,False,False,ad app create
dla,dla,NOUN,NN,ROOT,True,False,False,dla account data-lake-store list
account,account,NOUN,NN,compound,True,False,False,dla account data-lake-store list
data,datum,NOUN,NNS,compound,True,False,False,dla account data-lake-store list
lake,lake,NOUN,NN,compound,True,False,False,dla account data-lake-store list
store,store,NOUN,NN,compound,True,False,False,dla account data-lake-store list
list,list,NOUN,NN,dobj,True,False,False,dla account data-lake-store list
backup,backup,ADJ,JJ,amod,True,False,False,backup protection check-vm
protection,protection,NOUN,NN,compound,True,False,False,backup protection check-vm
check,check,NOUN,NN,ROOT,True,False,False,backup protection check-vm
vm,vm,PROPN,NNP,npadvmod,True,False,False,backup protection check-vm
network,network,NOUN,NN,compound,True,False,False,network application-gateway rule update
application,application,NOUN,NN,compound,True,False,False,network application-gateway rule update
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway rule update
rule,rule,NOUN,NN,compound,True,False,False,network application-gateway rule update
update,update,NOUN,NN,ROOT,True,False,False,network application-gateway rule update
network,network,NOUN,NN,nmod,True,False,False,network dns record-set a delete
dns,dns,NOUN,NN,compound,True,False,False,network dns record-set a delete
record,record,NOUN,NN,nsubj,True,False,False,network dns record-set a delete
set,set,VERB,VBD,ROOT,True,False,False,network dns record-set a delete
a,a,DET,DT,det,True,False,False,network dns record-set a delete
delete,delete,NOUN,NN,dobj,True,False,False,network dns record-set a delete
sql,sql,NOUN,NN,compound,True,False,False,sql db
db,db,NOUN,NN,ROOT,True,False,False,sql db
storage,storage,NOUN,NN,compound,True,False,False,storage directory exists
directory,directory,NOUN,NN,nsubj,True,False,False,storage directory exists
exists,exist,VERB,VBZ,ROOT,True,False,False,storage directory exists
functionapp,functionapp,ADJ,JJ,compound,True,False,True,functionapp deployment user show
deployment,deployment,NOUN,NN,compound,True,False,False,functionapp deployment user show
user,user,NOUN,NN,compound,True,False,False,functionapp deployment user show
show,show,NOUN,NN,ROOT,True,False,False,functionapp deployment user show
snapshot,snapshot,ADJ,JJ,nsubj,True,False,False,snapshot revoke-access
revoke,revoke,NOUN,NN,ROOT,True,False,False,snapshot revoke-access
access,access,NOUN,NN,dobj,True,False,False,snapshot revoke-access
batchai,batchai,ADJ,JJ,compound,True,False,True,batchai experiment delete
experiment,experiment,NOUN,NN,nsubj,True,False,False,batchai experiment delete
delete,delete,ADJ,JJ,ROOT,True,False,False,batchai experiment delete
batchai,batchai,ADJ,JJ,compound,True,False,True,batchai job file stream
job,job,NOUN,NN,compound,True,False,False,batchai job file stream
file,file,NOUN,NN,compound,True,False,False,batchai job file stream
stream,stream,NOUN,NN,ROOT,True,False,False,batchai job file stream
backup,backup,ADJ,JJ,amod,True,False,False,backup vault create
vault,vault,NOUN,NN,nsubj,True,False,False,backup vault create
create,create,NOUN,NN,ROOT,True,False,False,backup vault create
vmss,vmss,NOUN,NN,ROOT,True,False,True,vmss identity assign
identity,identity,NOUN,NN,dobj,True,False,False,vmss identity assign
assign,assign,VERB,VB,dep,True,False,False,vmss identity assign
iot,iot,X,FW,nsubj,True,False,False,iot dps access-policy list
dps,dps,VERB,VBP,ROOT,True,False,False,iot dps access-policy list
access,access,NOUN,NN,compound,True,False,False,iot dps access-policy list
policy,policy,NOUN,NN,compound,True,False,False,iot dps access-policy list
list,list,NOUN,NN,dobj,True,False,False,iot dps access-policy list
group,group,NOUN,NN,compound,True,False,False,group list
list,list,NOUN,NN,ROOT,True,False,False,group list
storage,storage,NOUN,NN,compound,True,False,False,storage account list
account,account,NOUN,NN,compound,True,False,False,storage account list
list,list,NOUN,NN,ROOT,True,False,False,storage account list
network,network,NOUN,NN,compound,True,False,False,network application-gateway url-path-map update
application,application,NOUN,NN,compound,True,False,False,network application-gateway url-path-map update
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway url-path-map update
url,url,ADJ,JJ,compound,True,False,False,network application-gateway url-path-map update
path,path,NOUN,NN,compound,True,False,False,network application-gateway url-path-map update
map,map,NOUN,NN,compound,True,False,False,network application-gateway url-path-map update
update,update,NOUN,NN,ROOT,True,False,False,network application-gateway url-path-map update
eventgrid,eventgrid,VERB,VBN,amod,True,False,True,eventgrid topic key list
topic,topic,NOUN,NN,nmod,True,False,False,eventgrid topic key list
key,key,ADJ,JJ,amod,True,False,False,eventgrid topic key list
list,list,NOUN,NN,ROOT,True,False,False,eventgrid topic key list
sql,sql,NOUN,NN,compound,True,False,False,sql server key create
server,server,NOUN,NN,nsubj,True,False,False,sql server key create
key,key,ADJ,JJ,amod,True,False,False,sql server key create
create,create,NOUN,NN,ROOT,True,False,False,sql server key create
role,role,NOUN,NN,compound,True,False,False,role definition create
definition,definition,NOUN,NN,nsubj,True,False,False,role definition create
create,create,VERB,VB,ROOT,True,False,False,role definition create
dla,dla,NOUN,NN,compound,True,False,False,dla account data-lake-store add
account,account,NOUN,NN,compound,True,False,False,dla account data-lake-store add
data,datum,NOUN,NNS,compound,True,False,False,dla account data-lake-store add
lake,lake,NOUN,NN,compound,True,False,False,dla account data-lake-store add
store,store,NOUN,NN,nsubj,True,False,False,dla account data-lake-store add
add,add,VERB,VB,ROOT,True,False,False,dla account data-lake-store add
lab,lab,NOUN,NN,compound,True,False,False,lab vnet get
vnet,vnet,NOUN,NN,nsubj,True,False,False,lab vnet get
get,get,VERB,VBP,ROOT,True,False,False,lab vnet get
ams,ams,DET,DT,nsubj,True,False,False,ams streaming policy delete
streaming,streaming,NOUN,NN,acl,True,False,False,ams streaming policy delete
policy,policy,NOUN,NN,dobj,True,False,False,ams streaming policy delete
delete,delete,NOUN,NN,ROOT,True,False,False,ams streaming policy delete
network,network,NOUN,NN,compound,True,False,False,network lb inbound-nat-pool delete
lb,lb,ADP,IN,nummod,True,False,False,network lb inbound-nat-pool delete
inbound,inbound,ADJ,JJ,amod,True,False,False,network lb inbound-nat-pool delete
nat,nat,NOUN,NN,compound,True,False,False,network lb inbound-nat-pool delete
pool,pool,NOUN,NN,nsubj,True,False,False,network lb inbound-nat-pool delete
delete,delete,ADJ,JJ,ROOT,True,False,False,network lb inbound-nat-pool delete
vm,vm,PROPN,NNP,compound,True,False,False,vm extension delete
extension,extension,NOUN,NN,nsubj,True,False,False,vm extension delete
delete,delete,ADJ,JJ,ROOT,True,False,False,vm extension delete
vm,vm,NOUN,NN,compound,True,False,False,vm user
user,user,NOUN,NN,ROOT,True,False,False,vm user
servicebus,servicebus,ADJ,JJ,ROOT,True,False,True,servicebus topic subscription delete
topic,topic,NOUN,NN,compound,True,False,False,servicebus topic subscription delete
subscription,subscription,NOUN,NN,compound,True,False,False,servicebus topic subscription delete
delete,delete,NOUN,NN,dobj,True,False,False,servicebus topic subscription delete
dms,dms,NOUN,NN,nsubj,True,False,False,dms start
start,start,NOUN,NN,ROOT,True,False,False,dms start
batch,batch,ADJ,JJ,amod,True,False,False,batch task file delete
task,task,NOUN,NN,compound,True,False,False,batch task file delete
file,file,NOUN,NN,nsubj,True,False,False,batch task file delete
delete,delete,ADJ,JJ,ROOT,True,False,False,batch task file delete
monitor,monitor,NOUN,NN,ROOT,True,False,False,monitor alert
alert,alert,NOUN,NN,dobj,True,False,False,monitor alert
acs,acs,X,FW,compound,True,False,False,acs show
show,show,NOUN,NN,ROOT,True,False,False,acs show
storage,storage,NOUN,NN,compound,True,False,False,storage blob metadata
blob,blob,NOUN,NN,compound,True,False,False,storage blob metadata
metadata,metadata,NOUN,NN,ROOT,True,False,False,storage blob metadata
lab,lab,NOUN,NN,compound,True,False,False,lab artifact list
artifact,artifact,NOUN,NN,compound,True,False,False,lab artifact list
list,list,NOUN,NN,ROOT,True,False,False,lab artifact list
servicebus,servicebus,NOUN,NN,compound,True,False,True,servicebus georecovery-alias authorization-rule
georecovery,georecovery,NOUN,NN,ROOT,True,False,True,servicebus georecovery-alias authorization-rule
alias,alias,NOUN,NN,compound,True,False,False,servicebus georecovery-alias authorization-rule
authorization,authorization,NOUN,NN,compound,True,False,False,servicebus georecovery-alias authorization-rule
rule,rule,NOUN,NN,dobj,True,False,False,servicebus georecovery-alias authorization-rule
monitor,monitor,NOUN,NN,compound,True,False,False,monitor activity-log alert
activity,activity,NOUN,NN,compound,True,False,False,monitor activity-log alert
log,log,NOUN,NN,compound,True,False,False,monitor activity-log alert
alert,alert,NOUN,NN,ROOT,True,False,False,monitor activity-log alert
network,network,NOUN,NN,compound,True,False,False,network vnet peering show
vnet,vnet,NOUN,NN,compound,True,False,False,network vnet peering show
peering,peer,VERB,VBG,compound,True,False,False,network vnet peering show
show,show,NOUN,NN,ROOT,True,False,False,network vnet peering show
network,network,NOUN,NN,compound,True,False,False,network ddos-protection update
ddos,ddos,NOUN,NN,compound,True,False,False,network ddos-protection update
protection,protection,NOUN,NN,compound,True,False,False,network ddos-protection update
update,update,NOUN,NN,ROOT,True,False,False,network ddos-protection update
cdn,cdn,ADJ,JJ,compound,True,False,False,cdn origin
origin,origin,NOUN,NN,ROOT,True,False,False,cdn origin
webapp,webapp,NOUN,NN,nsubj,True,False,False,webapp log
log,log,NOUN,NN,ROOT,True,False,False,webapp log
keyvault,keyvault,VERB,VB,amod,True,False,True,keyvault secret show
secret,secret,ADJ,JJ,amod,True,False,False,keyvault secret show
show,show,NOUN,NN,ROOT,True,False,False,keyvault secret show
ams,ams,DET,DT,ROOT,True,False,False,ams streaming locator
streaming,streaming,NOUN,NN,compound,True,False,False,ams streaming locator
locator,locator,NOUN,NN,appos,True,False,False,ams streaming locator
network,network,NOUN,NN,nsubj,True,False,False,network express-route show
express,express,VERB,VBP,ROOT,True,False,False,network express-route show
route,route,NOUN,NN,compound,True,False,False,network express-route show
show,show,NOUN,NN,dobj,True,False,False,network express-route show
acr,acr,NOUN,NN,nsubj,True,False,False,acr build-task show
build,build,NOUN,NN,ROOT,True,False,False,acr build-task show
task,task,NOUN,NN,compound,True,False,False,acr build-task show
show,show,NOUN,NN,dobj,True,False,False,acr build-task show
vmss,vmss,NOUN,NN,compound,True,False,True,vmss show
show,show,NOUN,NN,ROOT,True,False,False,vmss show
dla,dla,NOUN,NN,compound,True,False,False,dla account delete
account,account,NOUN,NN,nsubj,True,False,False,dla account delete
delete,delete,ADJ,JJ,ROOT,True,False,False,dla account delete
network,network,NOUN,NN,nmod,True,False,False,network dns record-set caa add-record
dns,dns,NOUN,NN,amod,True,False,False,network dns record-set caa add-record
record,record,NOUN,NN,compound,True,False,False,network dns record-set caa add-record
set,set,VERB,VBN,compound,True,False,False,network dns record-set caa add-record
caa,caa,NOUN,NN,nsubj,True,False,False,network dns record-set caa add-record
add,add,VERB,VB,ROOT,True,False,False,network dns record-set caa add-record
record,record,NOUN,NN,dobj,True,False,False,network dns record-set caa add-record
storage,storage,NOUN,NN,compound,True,False,False,storage container lease acquire
container,container,NOUN,NN,compound,True,False,False,storage container lease acquire
lease,lease,NOUN,NN,compound,True,False,False,storage container lease acquire
acquire,acquire,NOUN,NN,ROOT,True,False,False,storage container lease acquire
acs,acs,X,FW,amod,True,False,False,acs dcos install-cli
dcos,dco,NOUN,NNS,nsubj,True,False,True,acs dcos install-cli
install,install,VERB,VB,ROOT,True,False,False,acs dcos install-cli
cli,cli,NOUN,NN,dobj,True,False,False,acs dcos install-cli
network,network,NOUN,NN,nmod,True,False,False,network local-gateway create
local,local,ADJ,JJ,amod,True,False,False,network local-gateway create
gateway,gateway,NOUN,NN,nsubj,True,False,False,network local-gateway create
create,create,VERB,VB,ROOT,True,False,False,network local-gateway create
keyvault,keyvault,VERB,VB,ROOT,True,False,True,keyvault key purge
key,key,ADJ,JJ,amod,True,False,False,keyvault key purge
purge,purge,NOUN,NN,dobj,True,False,False,keyvault key purge
keyvault,keyvault,NOUN,NN,compound,True,False,True,keyvault show
show,show,NOUN,NN,ROOT,True,False,False,keyvault show
cognitiveservices,cognitiveservice,NOUN,NNS,compound,True,False,True,cognitiveservices account list-skus
account,account,NOUN,NN,compound,True,False,False,cognitiveservices account list-skus
list,list,NOUN,NN,compound,True,False,False,cognitiveservices account list-skus
skus,sku,NOUN,NNS,ROOT,True,False,False,cognitiveservices account list-skus
consumption,consumption,NOUN,NN,compound,True,False,False,consumption marketplace
marketplace,marketplace,NOUN,NN,ROOT,True,False,False,consumption marketplace
keyvault,keyvault,NOUN,NN,amod,True,False,True,keyvault certificate contact list
certificate,certificate,NOUN,NN,compound,True,False,False,keyvault certificate contact list
contact,contact,NOUN,NN,compound,True,False,False,keyvault certificate contact list
list,list,NOUN,NN,ROOT,True,False,False,keyvault certificate contact list
functionapp,functionapp,ADJ,JJ,compound,True,False,True,functionapp config
config,config,NOUN,NN,ROOT,True,False,False,functionapp config
sql,sql,NOUN,NN,nsubj,True,False,False,sql dw create
dw,dw,PROPN,NNP,nsubj,True,False,False,sql dw create
create,create,VERB,VBP,ROOT,True,False,False,sql dw create
keyvault,keyvault,NOUN,NN,amod,True,False,True,keyvault certificate show-deleted
certificate,certificate,NOUN,NN,compound,True,False,False,keyvault certificate show-deleted
show,show,NOUN,NN,nsubj,True,False,False,keyvault certificate show-deleted
deleted,delete,VERB,VBN,ROOT,True,False,False,keyvault certificate show-deleted
network,network,NOUN,NN,compound,True,False,False,network vpn-connection list
vpn,vpn,NOUN,NN,compound,True,False,False,network vpn-connection list
connection,connection,NOUN,NN,compound,True,False,False,network vpn-connection list
list,list,NOUN,NN,ROOT,True,False,False,network vpn-connection list
cosmosdb,cosmosdb,ADJ,JJ,ROOT,True,False,True,cosmosdb failover-priority-change
failover,failover,NOUN,NN,compound,True,False,False,cosmosdb failover-priority-change
priority,priority,NOUN,NN,compound,True,False,False,cosmosdb failover-priority-change
change,change,NOUN,NN,dobj,True,False,False,cosmosdb failover-priority-change
identity,identity,NOUN,NN,nsubj,True,False,False,identity delete
delete,delete,ADJ,JJ,ROOT,True,False,False,identity delete
batch,batch,ADJ,JJ,amod,True,False,False,batch job stop
job,job,NOUN,NN,compound,True,False,False,batch job stop
stop,stop,NOUN,NN,ROOT,True,False,False,batch job stop
keyvault,keyvault,VERB,VB,compound,True,False,True,keyvault key
key,key,NOUN,NN,ROOT,True,False,False,keyvault key
network,network,NOUN,NN,nmod,True,False,False,network dns record-set srv
dns,dns,NOUN,NN,amod,True,False,False,network dns record-set srv
record,record,NOUN,NN,compound,True,False,False,network dns record-set srv
set,set,VERB,VBN,compound,True,False,False,network dns record-set srv
srv,srv,PROPN,NNP,ROOT,True,False,False,network dns record-set srv
network,network,NOUN,NN,compound,True,False,False,network nic ip-config delete
nic,nic,ADJ,JJ,compound,True,False,False,network nic ip-config delete
ip,ip,NOUN,NN,compound,True,False,False,network nic ip-config delete
config,config,NOUN,NN,nsubj,True,False,False,network nic ip-config delete
delete,delete,ADJ,JJ,ROOT,True,False,False,network nic ip-config delete
sf,sf,NOUN,NN,amod,True,False,False,sf cluster durability update
cluster,cluster,NOUN,NN,compound,True,False,False,sf cluster durability update
durability,durability,NOUN,NN,compound,True,False,False,sf cluster durability update
update,update,NOUN,NN,ROOT,True,False,False,sf cluster durability update
network,network,NOUN,NN,compound,True,False,False,network route-filter show
route,route,NOUN,NN,compound,True,False,False,network route-filter show
filter,filter,NOUN,NN,nsubj,True,False,False,network route-filter show
show,show,NOUN,NN,ROOT,True,False,False,network route-filter show
webapp,webapp,NOUN,NN,compound,True,False,False,webapp identity assign
identity,identity,NOUN,NN,nsubj,True,False,False,webapp identity assign
assign,assign,VERB,VBP,ROOT,True,False,False,webapp identity assign
batchai,batchai,ADJ,JJ,compound,True,False,True,batchai cluster show
cluster,cluster,NOUN,NN,compound,True,False,False,batchai cluster show
show,show,NOUN,NN,ROOT,True,False,False,batchai cluster show
network,network,NOUN,NN,compound,True,False,False,network application-gateway create
application,application,NOUN,NN,compound,True,False,False,network application-gateway create
gateway,gateway,NOUN,NN,nsubj,True,False,False,network application-gateway create
create,create,VERB,VB,ROOT,True,False,False,network application-gateway create
iot,iot,NOUN,NN,ROOT,True,False,False,iot hub consumer-group create
hub,hub,NOUN,NN,compound,True,False,False,iot hub consumer-group create
consumer,consumer,NOUN,NN,compound,True,False,False,iot hub consumer-group create
group,group,NOUN,NN,nsubj,True,False,False,iot hub consumer-group create
create,create,VERB,VBP,ccomp,True,False,False,iot hub consumer-group create
sql,sql,NOUN,NN,compound,True,False,False,sql db list-editions
db,db,NOUN,NN,compound,True,False,False,sql db list-editions
list,list,NOUN,NN,compound,True,False,False,sql db list-editions
editions,edition,NOUN,NNS,ROOT,True,False,False,sql db list-editions
network,network,NOUN,NN,compound,True,False,False,network route-table route list
route,route,NOUN,NN,compound,True,False,False,network route-table route list
table,table,NOUN,NN,compound,True,False,False,network route-table route list
route,route,NOUN,NN,compound,True,False,False,network route-table route list
list,list,NOUN,NN,ROOT,True,False,False,network route-table route list
sf,sf,NOUN,NN,amod,True,False,False,sf cluster certificate remove
cluster,cluster,NOUN,NN,compound,True,False,False,sf cluster certificate remove
certificate,certificate,NOUN,NN,compound,True,False,False,sf cluster certificate remove
remove,remove,VERB,VB,ROOT,True,False,False,sf cluster certificate remove
iot,iot,NOUN,NN,aux,True,False,False,iot dps list
dps,dps,NOUN,NN,ROOT,True,False,False,iot dps list
list,list,NOUN,NN,dobj,True,False,False,iot dps list
vm,vm,PROPN,NNP,compound,True,False,False,vm extension image list
extension,extension,NOUN,NN,compound,True,False,False,vm extension image list
image,image,NOUN,NN,compound,True,False,False,vm extension image list
list,list,NOUN,NN,ROOT,True,False,False,vm extension image list
network,network,NOUN,NN,compound,True,False,False,network watcher test-connectivity
watcher,watcher,NOUN,NN,compound,True,False,False,network watcher test-connectivity
test,test,NOUN,NN,compound,True,False,False,network watcher test-connectivity
connectivity,connectivity,NOUN,NN,ROOT,True,False,False,network watcher test-connectivity
iot,iot,X,FW,ROOT,True,False,False,iot dps certificate show
dps,dps,NOUN,NN,xcomp,True,False,False,iot dps certificate show
certificate,certificate,NOUN,NN,compound,True,False,False,iot dps certificate show
show,show,NOUN,NN,dobj,True,False,False,iot dps certificate show
vm,vm,PROPN,NNP,compound,True,False,False,vm list-vm-resize-options
list,list,NOUN,NN,compound,True,False,False,vm list-vm-resize-options
vm,vm,PROPN,NNP,nsubj,True,False,False,vm list-vm-resize-options
resize,resize,NOUN,NN,ROOT,True,False,False,vm list-vm-resize-options
options,option,NOUN,NNS,dobj,True,False,False,vm list-vm-resize-options
acr,acr,NOUN,NN,nsubj,True,False,False,acr build
build,build,NOUN,NN,ROOT,True,False,False,acr build
keyvault,keyvault,VERB,VB,ROOT,True,False,True,keyvault key show
key,key,ADJ,JJ,amod,True,False,False,keyvault key show
show,show,NOUN,NN,dobj,True,False,False,keyvault key show
monitor,monitor,NOUN,NN,ROOT,True,False,False,monitor action-group update
