text, lemma_, pos_, tag_, dep_, is_alpha, is_stop, is_oov, text
connection,connection,NOUN,NN,compound,True,False,False,iot device show-connection-string
string,string,NOUN,NN,dobj,True,False,False,iot device show-connection-string
sql,sql,NOUN,NN,compound,True,False,False,sql elastic-pool op
elastic,elastic,ADJ,JJ,amod,True,False,False,sql elastic-pool op
pool,pool,NOUN,NN,compound,True,False,False,sql elastic-pool op
op,op,NOUN,NN,ROOT,True,False,False,sql elastic-pool op
dls,dls,NOUN,NN,compound,True,False,False,dls account show
account,account,NOUN,NN,compound,True,False,False,dls account show
show,show,NOUN,NN,ROOT,True,False,False,dls account show
network,network,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip update
application,application,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip update
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip update
frontend,frontend,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip update
ip,ip,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip update
update,update,NOUN,NN,ROOT,True,False,False,network application-gateway frontend-ip update
network,network,NOUN,NN,compound,True,False,False,network application-gateway probe create
application,application,NOUN,NN,compound,True,False,False,network application-gateway probe create
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway probe create
probe,probe,NOUN,NN,nsubj,True,False,False,network application-gateway probe create
create,create,VERB,VB,ROOT,True,False,False,network application-gateway probe create
managedapp,managedapp,NOUN,NN,compound,True,False,True,managedapp definition create
definition,definition,NOUN,NN,nsubj,True,False,False,managedapp definition create
create,create,VERB,VBP,ROOT,True,False,False,managedapp definition create
vm,vm,PROPN,NNP,compound,True,False,False,vm image list
image,image,NOUN,NN,compound,True,False,False,vm image list
list,list,NOUN,NN,ROOT,True,False,False,vm image list
cosmosdb,cosmosdb,ADJ,JJ,compound,True,False,True,cosmosdb database show
database,database,NOUN,NN,compound,True,False,False,cosmosdb database show
show,show,NOUN,NN,ROOT,True,False,False,cosmosdb database show
backup,backup,ADJ,JJ,amod,True,False,False,backup policy show
policy,policy,NOUN,NN,compound,True,False,False,backup policy show
show,show,NOUN,NN,ROOT,True,False,False,backup policy show
lab,lab,NOUN,NN,compound,True,False,False,lab custom-image delete
custom,custom,NOUN,NN,compound,True,False,False,lab custom-image delete
image,image,NOUN,NN,nsubj,True,False,False,lab custom-image delete
delete,delete,ADJ,JJ,ROOT,True,False,False,lab custom-image delete
network,network,NOUN,NN,compound,True,False,False,network nic create
nic,nic,PROPN,NNP,nsubj,True,False,False,network nic create
create,create,VERB,VBP,ROOT,True,False,False,network nic create
network,network,NOUN,NN,nsubj,True,False,False,network express-route list-service-providers
express,express,VERB,VBP,ROOT,True,False,False,network express-route list-service-providers
route,route,NOUN,NN,compound,True,False,False,network express-route list-service-providers
list,list,NOUN,NN,compound,True,False,False,network express-route list-service-providers
service,service,NOUN,NN,compound,True,False,False,network express-route list-service-providers
providers,provider,NOUN,NNS,dobj,True,False,False,network express-route list-service-providers
keyvault,keyvault,VERB,VB,ROOT,True,False,True,keyvault key recover
key,key,ADJ,JJ,amod,True,False,False,keyvault key recover
recover,recover,VERB,VBP,dobj,True,False,False,keyvault key recover
network,network,NOUN,NN,compound,True,False,False,network ddos-protection list
ddos,ddos,NOUN,NN,compound,True,False,False,network ddos-protection list
protection,protection,NOUN,NN,compound,True,False,False,network ddos-protection list
list,list,NOUN,NN,ROOT,True,False,False,network ddos-protection list
vm,vm,PROPN,NNP,nmod,True,False,False,vm open-port
open,open,ADJ,JJ,amod,True,False,False,vm open-port
port,port,NOUN,NN,ROOT,True,False,False,vm open-port
iot,iot,NOUN,NN,ROOT,True,False,False,iot hub certificate create
hub,hub,NOUN,NN,compound,True,False,False,iot hub certificate create
certificate,certificate,NOUN,NN,nsubj,True,False,False,iot hub certificate create
create,create,VERB,VB,ccomp,True,False,False,iot hub certificate create
eventgrid,eventgrid,VERB,VBN,ROOT,True,False,True,eventgrid topic key regenerate
topic,topic,NOUN,NN,compound,True,False,False,eventgrid topic key regenerate
key,key,NOUN,NN,nsubj,True,False,False,eventgrid topic key regenerate
regenerate,regenerate,NOUN,NN,dobj,True,False,False,eventgrid topic key regenerate
network,network,NOUN,NN,compound,True,False,False,network dns zone show
dns,dns,NOUN,NN,amod,True,False,False,network dns zone show
zone,zone,NOUN,NN,compound,True,False,False,network dns zone show
show,show,NOUN,NN,ROOT,True,False,False,network dns zone show
sql,sql,NOUN,NN,compound,True,False,False,sql server ad-admin update
server,server,NOUN,NN,compound,True,False,False,sql server ad-admin update
ad,ad,NOUN,NN,compound,True,False,False,sql server ad-admin update
admin,admin,NOUN,NN,compound,True,False,False,sql server ad-admin update
update,update,NOUN,NN,ROOT,True,False,False,sql server ad-admin update
storage,storage,NOUN,NN,compound,True,False,False,storage container exists
container,container,NOUN,NN,nsubj,True,False,False,storage container exists
exists,exist,VERB,VBZ,ROOT,True,False,False,storage container exists
network,network,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip
application,application,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip
frontend,frontend,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip
ip,ip,NOUN,NN,ROOT,True,False,False,network application-gateway frontend-ip
cognitiveservices,cognitiveservice,NOUN,NNS,nsubj,True,False,True,cognitiveservices account keys
account,account,VERB,VBP,ROOT,True,False,False,cognitiveservices account keys
keys,key,NOUN,NNS,dobj,True,False,False,cognitiveservices account keys
dms,dms,NOUN,NN,nsubj,True,False,False,dms create
create,create,VERB,VBP,ROOT,True,False,False,dms create
sql,sql,NOUN,NN,compound,True,False,False,sql db audit-policy update
db,db,NOUN,NN,compound,True,False,False,sql db audit-policy update
audit,audit,NOUN,NN,compound,True,False,False,sql db audit-policy update
policy,policy,NOUN,NN,compound,True,False,False,sql db audit-policy update
update,update,NOUN,NN,ROOT,True,False,False,sql db audit-policy update
dla,dla,NOUN,NN,ROOT,True,False,False,dla catalog external-data-source
catalog,catalog,NOUN,NN,compound,True,False,False,dla catalog external-data-source
external,external,ADJ,JJ,amod,True,False,False,dla catalog external-data-source
data,datum,NOUN,NNS,compound,True,False,False,dla catalog external-data-source
source,source,NOUN,NN,dobj,True,False,False,dla catalog external-data-source
monitor,monitor,NOUN,NN,ROOT,True,False,False,monitor alert list-incidents
alert,alert,NOUN,NN,compound,True,False,False,monitor alert list-incidents
list,list,NOUN,NN,compound,True,False,False,monitor alert list-incidents
incidents,incident,NOUN,NNS,dobj,True,False,False,monitor alert list-incidents
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor activity-log list
activity,activity,NOUN,NN,compound,True,False,False,monitor activity-log list
log,log,NOUN,NN,compound,True,False,False,monitor activity-log list
list,list,NOUN,NN,dobj,True,False,False,monitor activity-log list
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor autoscale update
autoscale,autoscale,NOUN,NN,compound,True,False,False,monitor autoscale update
update,update,NOUN,NN,dobj,True,False,False,monitor autoscale update
eventhubs,eventhub,NOUN,NNS,compound,True,False,False,eventhubs namespace list
namespace,namespace,NOUN,NN,compound,True,False,False,eventhubs namespace list
list,list,NOUN,NN,ROOT,True,False,False,eventhubs namespace list
network,network,NOUN,NN,compound,True,False,False,network vnet delete
vnet,vnet,NOUN,NN,nsubj,True,False,False,network vnet delete
delete,delete,NOUN,NN,ROOT,True,False,False,network vnet delete
account,account,NOUN,NN,compound,True,False,False,account list-locations
list,list,NOUN,NN,compound,True,False,False,account list-locations
locations,location,NOUN,NNS,ROOT,True,False,False,account list-locations
keyvault,keyvault,NOUN,NN,compound,True,False,True,keyvault certificate recover
certificate,certificate,NOUN,NN,nsubj,True,False,False,keyvault certificate recover
recover,recover,VERB,VBP,ROOT,True,False,False,keyvault certificate recover
ad,ad,NOUN,NN,compound,True,False,False,ad sp credential delete
sp,sp,X,FW,compound,True,False,False,ad sp credential delete
credential,credential,NOUN,NN,nsubj,True,False,False,ad sp credential delete
delete,delete,ADJ,JJ,ROOT,True,False,False,ad sp credential delete
lab,lab,NOUN,NN,compound,True,False,False,lab vm start
vm,vm,NOUN,NN,nsubj,True,False,False,lab vm start
start,start,NOUN,NN,ROOT,True,False,False,lab vm start
lab,lab,NOUN,NN,compound,True,False,False,lab environment create
environment,environment,NOUN,NN,nsubj,True,False,False,lab environment create
create,create,VERB,VBP,ROOT,True,False,False,lab environment create
network,network,NOUN,NN,compound,True,False,False,network vnet subnet create
vnet,vnet,NOUN,NN,compound,True,False,False,network vnet subnet create
subnet,subnet,NOUN,NN,nsubj,True,False,False,network vnet subnet create
create,create,VERB,VBP,ROOT,True,False,False,network vnet subnet create
dls,dls,NOUN,NN,compound,True,False,False,dls fs access
fs,fs,ADP,IN,compound,True,False,False,dls fs access
access,access,NOUN,NN,ROOT,True,False,False,dls fs access
keyvault,keyvault,NOUN,NN,amod,True,False,True,keyvault certificate contact add
certificate,certificate,NOUN,NN,compound,True,False,False,keyvault certificate contact add
contact,contact,NOUN,NN,nsubj,True,False,False,keyvault certificate contact add
add,add,VERB,VB,ROOT,True,False,False,keyvault certificate contact add
vm,vm,NOUN,NN,compound,True,False,False,vm list-ip-addresses
list,list,NOUN,NN,compound,True,False,False,vm list-ip-addresses
ip,ip,NOUN,NN,nsubj,True,False,False,vm list-ip-addresses
addresses,address,NOUN,NNS,ROOT,True,False,False,vm list-ip-addresses
ams,ams,DET,DT,nsubj,True,False,False,ams streaming locator get-paths
streaming,streaming,NOUN,NN,acl,True,False,False,ams streaming locator get-paths
locator,locator,NOUN,NN,dobj,True,False,False,ams streaming locator get-paths
get,get,NOUN,NN,ROOT,True,False,False,ams streaming locator get-paths
paths,path,NOUN,NNS,dobj,True,False,False,ams streaming locator get-paths
resource,resource,NOUN,NN,compound,True,False,False,resource lock show
lock,lock,NOUN,NN,compound,True,False,False,resource lock show
show,show,NOUN,NN,ROOT,True,False,False,resource lock show
storage,storage,NOUN,NN,compound,True,False,False,storage container metadata
container,container,NOUN,NN,compound,True,False,False,storage container metadata
metadata,metadata,NOUN,NN,ROOT,True,False,False,storage container metadata
network,network,NOUN,NN,compound,True,False,False,network watcher
watcher,watcher,NOUN,NN,ROOT,True,False,False,network watcher
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor log-profiles list
log,log,NOUN,NN,compound,True,False,False,monitor log-profiles list
profiles,profile,NOUN,NNS,compound,True,False,False,monitor log-profiles list
list,list,VERB,VBP,dobj,True,False,False,monitor log-profiles list
redis,redis,X,FW,compound,True,False,False,redis update
update,update,NOUN,NN,ROOT,True,False,False,redis update
storage,storage,NOUN,NN,compound,True,False,False,storage queue policy list
queue,queue,NOUN,NN,compound,True,False,False,storage queue policy list
policy,policy,NOUN,NN,compound,True,False,False,storage queue policy list
list,list,NOUN,NN,ROOT,True,False,False,storage queue policy list
ams,ams,DET,DT,nsubj,True,False,False,ams streaming locator delete
streaming,streaming,NOUN,NN,acl,True,False,False,ams streaming locator delete
locator,locator,NOUN,NN,dobj,True,False,False,ams streaming locator delete
delete,delete,ADJ,JJ,ROOT,True,False,False,ams streaming locator delete
network,network,NOUN,NN,compound,True,False,False,network application-gateway http-listener
application,application,NOUN,NN,compound,True,False,False,network application-gateway http-listener
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway http-listener
http,http,NOUN,NN,compound,True,False,False,network application-gateway http-listener
listener,listener,NOUN,NN,ROOT,True,False,False,network application-gateway http-listener
batch,batch,NOUN,NN,amod,True,False,False,batch node file list
node,node,NOUN,NN,compound,True,False,False,batch node file list
file,file,NOUN,NN,compound,True,False,False,batch node file list
list,list,NOUN,NN,ROOT,True,False,False,batch node file list
storage,storage,NOUN,NN,compound,True,False,False,storage table policy show
table,table,NOUN,NN,compound,True,False,False,storage table policy show
policy,policy,NOUN,NN,compound,True,False,False,storage table policy show
show,show,NOUN,NN,ROOT,True,False,False,storage table policy show
cdn,cdn,X,FW,compound,True,False,False,cdn endpoint delete
endpoint,endpoint,NOUN,NN,nsubj,True,False,False,cdn endpoint delete
delete,delete,ADJ,JJ,ROOT,True,False,False,cdn endpoint delete
lab,lab,NOUN,NN,compound,True,False,False,lab environment delete
environment,environment,NOUN,NN,nsubj,True,False,False,lab environment delete
delete,delete,VERB,VBP,ROOT,True,False,False,lab environment delete
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor autoscale show
autoscale,autoscale,NOUN,NN,compound,True,False,False,monitor autoscale show
show,show,NOUN,NN,dobj,True,False,False,monitor autoscale show
sf,sf,NOUN,NN,ROOT,True,False,False,sf
network,network,NOUN,NN,compound,True,False,False,network watcher connection-monitor list
watcher,watcher,NOUN,NN,compound,True,False,False,network watcher connection-monitor list
connection,connection,NOUN,NN,compound,True,False,False,network watcher connection-monitor list
monitor,monitor,NOUN,NN,ROOT,True,False,False,network watcher connection-monitor list
list,list,NOUN,NN,dobj,True,False,False,network watcher connection-monitor list
sql,sql,NOUN,NN,compound,True,False,False,sql server tde-key show
server,server,NOUN,NN,nsubj,True,False,False,sql server tde-key show
tde,tde,PROPN,NNP,ROOT,True,False,False,sql server tde-key show
key,key,ADJ,JJ,amod,True,False,False,sql server tde-key show
show,show,NOUN,NN,dobj,True,False,False,sql server tde-key show
mysql,mysql,NOUN,NN,compound,True,False,False,mysql server firewall-rule create
server,server,NOUN,NN,compound,True,False,False,mysql server firewall-rule create
firewall,firewall,NOUN,NN,compound,True,False,False,mysql server firewall-rule create
rule,rule,NOUN,NN,nsubj,True,False,False,mysql server firewall-rule create
create,create,VERB,VBP,ROOT,True,False,False,mysql server firewall-rule create
network,network,NOUN,NN,nmod,True,False,False,network dns zone list
dns,dns,NOUN,NN,amod,True,False,False,network dns zone list
zone,zone,NOUN,NN,compound,True,False,False,network dns zone list
list,list,NOUN,NN,ROOT,True,False,False,network dns zone list
network,network,NOUN,NN,compound,True,False,False,network vnet-gateway root-cert create
vnet,vnet,NOUN,NN,compound,True,False,False,network vnet-gateway root-cert create
gateway,gateway,NOUN,NN,compound,True,False,False,network vnet-gateway root-cert create
root,root,NOUN,NN,compound,True,False,True,network vnet-gateway root-cert create
cert,cert,NOUN,NN,nsubj,True,False,False,network vnet-gateway root-cert create
create,create,VERB,VB,ROOT,True,False,False,network vnet-gateway root-cert create
ams,ams,DET,DT,compound,True,False,False,ams job
job,job,NOUN,NN,ROOT,True,False,False,ams job
network,network,NOUN,NN,compound,True,False,False,network vnet subnet show
vnet,vnet,NOUN,NN,compound,True,False,False,network vnet subnet show
subnet,subnet,NOUN,NN,nsubj,True,False,False,network vnet subnet show
show,show,NOUN,NN,ROOT,True,False,False,network vnet subnet show
group,group,NOUN,NN,ROOT,True,False,False,group
monitor,monitor,NOUN,NN,ROOT,True,False,False,monitor
provider,provider,NOUN,NN,compound,True,False,False,provider operation list
operation,operation,NOUN,NN,compound,True,False,False,provider operation list
list,list,NOUN,NN,ROOT,True,False,False,provider operation list
webapp,webapp,NOUN,NN,compound,True,False,False,webapp deployment source config
deployment,deployment,NOUN,NN,compound,True,False,False,webapp deployment source config
source,source,NOUN,NN,compound,True,False,False,webapp deployment source config
config,config,NOUN,NN,ROOT,True,False,False,webapp deployment source config
iot,iot,NOUN,NN,ROOT,True,False,False,iot hub consumer-group
hub,hub,NOUN,NN,compound,True,False,False,iot hub consumer-group
consumer,consumer,NOUN,NN,compound,True,False,False,iot hub consumer-group
group,group,NOUN,NN,dobj,True,False,False,iot hub consumer-group
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor autoscale profile
autoscale,autoscale,NOUN,NN,compound,True,False,False,monitor autoscale profile
profile,profile,NOUN,NN,dobj,True,False,False,monitor autoscale profile
dla,dla,NOUN,NN,compound,True,False,False,dla job submit
job,job,NOUN,NN,compound,True,False,False,dla job submit
submit,submit,VERB,VBP,ROOT,True,False,False,dla job submit
network,network,NOUN,NN,nmod,True,False,False,network dns record-set ns add-record
dns,dns,NOUN,NN,compound,True,False,False,network dns record-set ns add-record
record,record,NOUN,NN,nsubj,True,False,False,network dns record-set ns add-record
set,set,NOUN,NN,acl,True,False,False,network dns record-set ns add-record
ns,ns,PRON,PRP,nsubj,True,False,False,network dns record-set ns add-record
add,add,VERB,VB,ROOT,True,False,False,network dns record-set ns add-record
record,record,NOUN,NN,dobj,True,False,False,network dns record-set ns add-record
policy,policy,NOUN,NN,ROOT,True,False,False,policy
network,network,NOUN,NN,compound,True,False,False,network route-table delete
route,route,NOUN,NN,compound,True,False,False,network route-table delete
table,table,NOUN,NN,nsubj,True,False,False,network route-table delete
delete,delete,ADJ,JJ,ROOT,True,False,False,network route-table delete
network,network,NOUN,NN,compound,True,False,False,network application-gateway auth-cert update
application,application,NOUN,NN,compound,True,False,False,network application-gateway auth-cert update
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway auth-cert update
auth,auth,NOUN,NN,compound,True,False,False,network application-gateway auth-cert update
cert,cert,NOUN,NN,compound,True,False,False,network application-gateway auth-cert update
update,update,NOUN,NN,ROOT,True,False,False,network application-gateway auth-cert update
acs,acs,X,FW,compound,True,False,False,acs kubernetes browse
kubernetes,kubernete,NOUN,NNS,nsubj,True,False,True,acs kubernetes browse
browse,browse,VERB,VBP,ROOT,True,False,False,acs kubernetes browse
network,network,NOUN,NN,compound,True,False,False,network nic list-effective-nsg
nic,nic,ADJ,JJ,compound,True,False,False,network nic list-effective-nsg
list,list,NOUN,NN,nmod,True,False,False,network nic list-effective-nsg
effective,effective,ADJ,JJ,amod,True,False,False,network nic list-effective-nsg
nsg,nsg,NOUN,NN,ROOT,True,False,True,network nic list-effective-nsg
ams,ams,NOUN,NN,nsubj,True,False,False,ams account sp reset-credentials
account,account,NOUN,NN,ROOT,True,False,False,ams account sp reset-credentials
sp,sp,NOUN,NN,dobj,True,False,False,ams account sp reset-credentials
reset,reset,NOUN,NN,advcl,True,False,False,ams account sp reset-credentials
credentials,credential,NOUN,NNS,dobj,True,False,False,ams account sp reset-credentials
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor diagnostic-settings delete
diagnostic,diagnostic,ADJ,JJ,amod,True,False,False,monitor diagnostic-settings delete
settings,setting,NOUN,NNS,dobj,True,False,False,monitor diagnostic-settings delete
delete,delete,VERB,VBP,ccomp,True,False,False,monitor diagnostic-settings delete
monitor,monitor,NOUN,NN,compound,True,False,False,monitor alert create
alert,alert,NOUN,NN,nsubj,True,False,False,monitor alert create
create,create,VERB,VBP,ROOT,True,False,False,monitor alert create
network,network,NOUN,NN,compound,True,False,False,network lb probe show
lb,lb,ADP,IN,compound,True,False,False,network lb probe show
probe,probe,NOUN,NN,compound,True,False,False,network lb probe show
show,show,NOUN,NN,ROOT,True,False,False,network lb probe show
postgres,postgre,NOUN,NNS,compound,True,False,False,postgres server georestore
server,server,NOUN,NN,nsubj,True,False,False,postgres server georestore
georestore,georestore,ADJ,JJ,ROOT,True,False,True,postgres server georestore
storage,storage,NOUN,NN,compound,True,False,False,storage table delete
table,table,NOUN,NN,nsubj,True,False,False,storage table delete
delete,delete,ADJ,JJ,ROOT,True,False,False,storage table delete
monitor,monitor,VERB,VB,ROOT,True,False,False,monitor log-profiles show
log,log,NOUN,NN,compound,True,False,False,monitor log-profiles show
profiles,profile,NOUN,NNS,compound,True,False,False,monitor log-profiles show
show,show,VERB,VBP,dobj,True,False,False,monitor log-profiles show
sql,sql,NOUN,NN,compound,True,False,False,sql db show-connection-string
db,db,NOUN,NN,nsubj,True,False,False,sql db show-connection-string
show,show,NOUN,NN,ROOT,True,False,False,sql db show-connection-string
connection,connection,NOUN,NN,compound,True,False,False,sql db show-connection-string
string,string,NOUN,NN,dobj,True,False,False,sql db show-connection-string
keyvault,keyvault,VERB,VB,ROOT,True,False,True,keyvault key list-versions
key,key,ADJ,JJ,amod,True,False,False,keyvault key list-versions
list,list,NOUN,NN,compound,True,False,False,keyvault key list-versions
versions,version,NOUN,NNS,dobj,True,False,False,keyvault key list-versions
network,network,NOUN,NN,compound,True,False,False,network application-gateway ssl-policy predefined
application,application,NOUN,NN,compound,True,False,False,network application-gateway ssl-policy predefined
gateway,gateway,NOUN,NN,nmod,True,False,False,network application-gateway ssl-policy predefined
ssl,ssl,NOUN,NN,amod,True,False,False,network application-gateway ssl-policy predefined
policy,policy,NOUN,NN,nsubj,True,False,False,network application-gateway ssl-policy predefined
predefined,predefin,VERB,VBD,ROOT,True,False,False,network application-gateway ssl-policy predefined
batch,batch,NOUN,NN,amod,True,False,False,batch node user
node,node,NOUN,NN,compound,True,False,False,batch node user
user,user,NOUN,NN,ROOT,True,False,False,batch node user
dla,dla,NOUN,NN,compound,True,False,False,dla catalog table-partition list
catalog,catalog,NOUN,NN,compound,True,False,False,dla catalog table-partition list
table,table,NOUN,NN,compound,True,False,False,dla catalog table-partition list
partition,partition,NOUN,NN,compound,True,False,False,dla catalog table-partition list
list,list,NOUN,NN,ROOT,True,False,False,dla catalog table-partition list
ad,ad,NOUN,NN,compound,True,False,False,ad group get-member-groups
group,group,NOUN,NN,nsubj,True,False,False,ad group get-member-groups
get,get,VERB,VBP,ROOT,True,False,False,ad group get-member-groups
member,member,NOUN,NN,compound,True,False,False,ad group get-member-groups
groups,group,NOUN,NNS,dobj,True,False,False,ad group get-member-groups
storage,storage,NOUN,NN,compound,True,False,False,storage cors add
cors,cor,NOUN,NNS,nsubj,True,False,False,storage cors add
add,add,VERB,VBP,ROOT,True,False,False,storage cors add
keyvault,keyvault,VERB,VB,amod,True,False,True,keyvault secret list-versions
secret,secret,ADJ,JJ,amod,True,False,False,keyvault secret list-versions
list,list,NOUN,NN,compound,True,False,False,keyvault secret list-versions
versions,version,NOUN,NNS,ROOT,True,False,False,keyvault secret list-versions
iot,iot,X,FW,ROOT,True,False,False,iot dps certificate generate-verification-code
dps,dps,NOUN,NN,acomp,True,False,False,iot dps certificate generate-verification-code
certificate,certificate,NOUN,NN,dobj,True,False,False,iot dps certificate generate-verification-code
generate,generate,VERB,VB,conj,True,False,False,iot dps certificate generate-verification-code
verification,verification,NOUN,NN,compound,True,False,False,iot dps certificate generate-verification-code
code,code,NOUN,NN,dobj,True,False,False,iot dps certificate generate-verification-code
provider,provider,NOUN,NN,compound,True,False,False,provider unregister
unregister,unregister,VERB,VBP,ROOT,True,False,False,provider unregister
sql,sql,VERB,VB,compound,True,False,False,sql elastic-pool list
elastic,elastic,ADJ,JJ,amod,True,False,False,sql elastic-pool list
pool,pool,NOUN,NN,compound,True,False,False,sql elastic-pool list
list,list,NOUN,NN,ROOT,True,False,False,sql elastic-pool list
keyvault,keyvault,NOUN,NN,amod,True,False,True,keyvault certificate set-attributes
certificate,certificate,NOUN,NN,compound,True,False,False,keyvault certificate set-attributes
set,set,VERB,VBN,compound,True,False,False,keyvault certificate set-attributes
attributes,attribute,NOUN,NNS,ROOT,True,False,False,keyvault certificate set-attributes
network,network,NOUN,NN,nmod,True,False,False,network dns record-set mx add-record
dns,dns,NOUN,NN,compound,True,False,False,network dns record-set mx add-record
record,record,NOUN,NN,nsubj,True,False,False,network dns record-set mx add-record
set,set,NOUN,NN,ROOT,True,False,False,network dns record-set mx add-record
mx,mx,PROPN,NNP,nsubj,True,False,False,network dns record-set mx add-record
add,add,VERB,VB,ccomp,True,False,False,network dns record-set mx add-record
record,record,NOUN,NN,dobj,True,False,False,network dns record-set mx add-record
vm,vm,NOUN,NN,compound,True,False,False,vm list-skus
list,list,NOUN,NN,compound,True,False,False,vm list-skus
skus,sku,NOUN,NNS,ROOT,True,False,False,vm list-skus
network,network,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip delete
application,application,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip delete
gateway,gateway,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip delete
frontend,frontend,NOUN,NN,compound,True,False,False,network application-gateway frontend-ip delete
ip,ip,NOUN,NN,nsubj,True,False,False,network application-gateway frontend-ip delete
delete,delete,NOUN,NN,ROOT,True,False,False,network application-gateway frontend-ip delete
network,network,NOUN,NN,compound,True,False,False,network nic ip-config
nic,nic,ADJ,JJ,compound,True,False,False,network nic ip-config
ip,ip,NOUN,NN,compound,True,False,False,network nic ip-config
config,config,NOUN,NN,ROOT,True,False,False,network nic ip-config
batchai,batchai,ADJ,JJ,compound,True,False,True,batchai file-server
file,file,NOUN,NN,compound,True,False,False,batchai file-server
server,server,NOUN,NN,ROOT,True,False,False,batchai file-server
disk,disk,NOUN,NN,compound,True,False,False,disk create
create,create,NOUN,NN,ROOT,True,False,False,disk create
network,network,NOUN,NN,compound,True,False,False,network vpn-connection ipsec-policy list
vpn,vpn,NOUN,NN,compound,True,False,False,network vpn-connection ipsec-policy list
connection,connection,NOUN,NN,compound,True,False,False,network vpn-connection ipsec-policy list
ipsec,ipsec,NOUN,NN,compound,True,False,False,network vpn-connection ipsec-policy list
policy,policy,NOUN,NN,compound,True,False,False,network vpn-connection ipsec-policy list
list,list,NOUN,NN,ROOT,True,False,False,network vpn-connection ipsec-policy list
network,network,NOUN,NN,nmod,True,False,False,network dns zone create
dns,dns,NOUN,NN,amod,True,False,False,network dns zone create
zone,zone,NOUN,NN,nsubj,True,False,False,network dns zone create
create,create,VERB,VB,ROOT,True,False,False,network dns zone create
network,network,NOUN,NN,nmod,True,False,False,network dns record-set cname remove-record
dns,dns,NOUN,NN,amod,True,False,False,network dns record-set cname remove-record
record,record,NOUN,NN,compound,True,False,False,network dns record-set cname remove-record
set,set,NOUN,NN,amod,True,False,False,network dns record-set cname remove-record
cname,cname,NOUN,NN,nsubj,True,False,False,network dns record-set cname remove-record
remove,remove,VERB,VB,ROOT,True,False,False,network dns record-set cname remove-record
record,record,NOUN,NN,dobj,True,False,False,network dns record-set cname remove-record
container,container,NOUN,NN,ROOT,True,False,False,container
mysql,mysql,VERB,VB,compound,True,False,False,mysql db delete
db,db,NOUN,NN,nsubj,True,False,False,mysql db delete
delete,delete,VERB,VB,ROOT,True,False,False,mysql db delete
batch,batch,ADJ,JJ,amod,True,False,False,batch task file
task,task,NOUN,NN,compound,True,False,False,batch task file
file,file,NOUN,NN,ROOT,True,False,False,batch task file
network,network,NOUN,NN,compound,True,False,False,network traffic-manager endpoint delete
traffic,traffic,NOUN,NN,compound,True,False,False,network traffic-manager endpoint delete
manager,manager,NOUN,NN,compound,True,False,False,network traffic-manager endpoint delete
endpoint,endpoint,NOUN,NN,nsubj,True,False,False,network traffic-manager endpoint delete
delete,delete,ADJ,JJ,ROOT,True,False,False,network traffic-manager endpoint delete
mysql,mysql,VERB,VB,compound,True,False,False,mysql db create
db,db,NOUN,NN,nsubj,True,False,False,mysql db create
create,create,VERB,VB,ROOT,True,False,False,mysql db create
network,network,NOUN,NN,compound,True,False,False,network vnet-gateway update
vnet,vnet,NOUN,NN,compound,True,False,False,network vnet-gateway update
gateway,gateway,NOUN,NN,compound,True,False,False,network vnet-gateway update
update,update,NOUN,NN,ROOT,True,False,False,network vnet-gateway update
acr,acr,NOUN,NN,compound,True,False,False,acr webhook get-config
webhook,webhook,NOUN,NN,nsubj,True,False,False,acr webhook get-config
get,get,VERB,VBP,ROOT,True,False,False,acr webhook get-config
config,config,NOUN,NN,dobj,True,False,False,acr webhook get-config
webapp,webapp,NOUN,NN,compound,True,False,False,webapp deployment list-publishing-profiles
deployment,deployment,NOUN,NN,compound,True,False,False,webapp deployment list-publishing-profiles
list,list,NOUN,NN,ROOT,True,False,False,webapp deployment list-publishing-profiles
publishing,publish,VERB,VBG,compound,True,False,False,webapp deployment list-publishing-profiles
profiles,profile,NOUN,NNS,dobj,True,False,False,webapp deployment list-publishing-profiles
group,group,NOUN,NN,compound,True,False,False,group lock delete
lock,lock,VERB,VBP,ROOT,True,False,False,group lock delete
delete,delete,ADJ,JJ,dobj,True,False,False,group lock delete
